movieId,title,year,meanRating,myNNrating,myCofiRating,numRatings,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,filmnoir,horror,imax,musical,mystery,romance,scifi,thriller,war,western
13,"Balto (1995)",1995,3.125,3.50153740862337,3.50153246444087,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Nixon (1995)",1995,3.83333333333333,3.83333333333333,3.72833962747863,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,"Cutthroat Island (1995)",1995,3,3,3.05082403106348,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,"Casino (1995)",1995,3.92682926829268,3.92682926829268,4.07566991577283,82,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17,"Sense and Sensibility (1995)",1995,3.77611940298507,3.77611940298507,3.69057546880508,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18,"Four Rooms (1995)",1995,3.7,3.7,3.81483077897901,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Ace Ventura: When Nature Calls (1995)",1995,2.72727272727273,2.72727272727273,2.78050185879564,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Money Train (1995)",1995,2.5,2.5,2.74730199411841,15,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
21,"Get Shorty (1995)",1995,3.49438202247191,3.49438202247191,3.60133424248482,89,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,"Copycat (1995)",1995,3.22222222222222,3.22222222222222,3.3184919258949,36,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23,"Assassins (1995)",1995,3.125,3.125,3.2543278093965,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24,"Powder (1995)",1995,3.125,3.125,3.15991171664691,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25,"Leaving Las Vegas (1995)",1995,3.625,3.625,3.61753630689524,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26,"Othello (1995)",1995,3.5,3.5,3.66224476257363,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,"Now and Then (1995)",1995,3.33333333333333,3.50153740862337,3.50153246444087,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,"Persuasion (1995)",1995,4.22727272727273,4.22727272727273,4.30862759236152,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1995,4.01315789473684,4.01315789473684,4.02780254414202,38,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
30,"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)",1995,3,3.50153740862337,3.50153246444087,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
31,"Dangerous Minds (1995)",1995,3.18421052631579,3.18421052631579,3.28271789390427,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)",1995,3.98305084745763,3.98305084745763,4.02961786817826,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
33,"Babe (1995)",1995,3.65234375,3.65234375,3.78606371145569,128,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,"Dead Man Walking (1995)",1995,3.83582089552239,3.83582089552239,3.84870942511021,67,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35,"It Takes Two (1995)",1995,2.125,3.50153740862337,3.50153246444087,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"Clueless (1995)",1995,3.29326923076923,3.29326923076923,3.30724697739407,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,"Cry, the Beloved Country (1995)",1995,4.25,3.50153740862337,3.50153246444087,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,"Richard III (1995)",1995,3.7,3.7,3.75835464291528,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
39,"Dead Presidents (1995)",1995,3,3.50153740862337,3.50153246444087,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
40,"Restoration (1995)",1995,3.1875,3.50153740862337,3.50153246444087,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,"Mortal Kombat (1995)",1995,2.54347826086957,2.54347826086957,2.57934780420099,46,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,"To Die For (1995)",1995,3.3125,3.3125,3.56164753317028,32,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
43,"How to Make an American Quilt (1995)",1995,3.06666666666667,3.06666666666667,3.09806012603592,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
44,"Seven (a.k.a. Se7en) (1995)",1995,3.97536945812808,3.97536945812808,4.08876021844212,203,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45,"Pocahontas (1995)",1995,3.14705882352941,3.14705882352941,3.11287511571535,68,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
46,"When Night Is Falling (1995)",1995,3,3.50153740862337,3.50153246444087,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47,"Usual Suspects, The (1995)",1995,4.23774509803922,4.23774509803922,4.25005012903403,204,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
48,"Mighty Aphrodite (1995)",1995,3.46428571428571,3.46428571428571,3.54075919561522,28,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
49,"Lamerica (1994)",1994,5,3.50153740862337,3.50153246444087,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,"Big Green, The (1995)",1995,2.33333333333333,3.50153740862337,3.50153246444087,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"Georgia (1995)",1995,4,3.50153740862337,3.50153246444087,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,"Home for the Holidays (1995)",1995,3.0625,3.50153740862337,3.50153246444087,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,"Postman, The (Postino, Il) (1994)",1994,4.02702702702703,4.02702702702703,3.99925108457788,37,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
54,"Indian in the Cupboard, The (1995)",1995,3.23529411764706,3.23529411764706,3.17825891814516,34,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,"Eye for an Eye (1996)",1996,3.75,3.50153740862337,3.50153246444087,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
56,"Mr. Holland's Opus (1995)",1995,3.70625,3.70625,3.78793931228537,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)",1996,2.71428571428571,3.50153740862337,3.50153246444087,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"Two if by Sea (1996)",1996,2.2,3.50153740862337,3.50153246444087,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
59,"Bio-Dome (1996)",1996,2.53225806451613,2.53225806451613,2.6099965831414,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"Lawnmower Man 2: Beyond Cyberspace (1996)",1996,2.5,3.50153740862337,3.50153246444087,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
61,"French Twist (Gazon maudit) (1995)",1995,3.4,3.50153740862337,3.50153246444087,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62,"Friday (1995)",1995,3.775,3.775,3.93677587783852,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"From Dusk Till Dawn (1996)",1996,3.50909090909091,3.50909090909091,3.47361595132844,55,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
64,"Fair Game (1995)",1995,1.7,3.50153740862337,3.50153246444087,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"Kicking and Screaming (1995)",1995,3.21428571428571,3.50153740862337,3.50153246444087,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66,"Misérables, Les (1995)",1995,3.46153846153846,3.46153846153846,3.55018082947886,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
67,"Bed of Roses (1996)",1996,4,3.50153740862337,3.50153246444087,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
68,"Big Bully (1996)",1996,2.2,3.50153740862337,3.50153246444087,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,"Screamers (1995)",1995,3.4,3.4,3.33267987831979,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
70,"Nico Icon (1995)",1995,4,3.50153740862337,3.50153246444087,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,"Crossing Guard, The (1995)",1995,3.33333333333333,3.50153740862337,3.50153246444087,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
72,"Juror, The (1996)",1996,2.76470588235294,2.76470588235294,2.91278275452318,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
73,"White Balloon, The (Badkonake sefid) (1995)",1995,4,3.50153740862337,3.50153246444087,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74,"Things to Do in Denver When You're Dead (1995)",1995,3.10714285714286,3.10714285714286,3.18822483039601,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
75,"Antonia's Line (Antonia) (1995)",1995,3.875,3.50153740862337,3.50153246444087,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,"Once Upon a Time... When We Were Colored (1995)",1995,3,3.50153740862337,3.50153246444087,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
77,"Angels and Insects (1995)",1995,3.85714285714286,3.50153740862337,3.50153246444087,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
78,"White Squall (1996)",1996,3.96666666666667,3.96666666666667,3.8270842935106,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79,"Dunston Checks In (1996)",1996,2.5,3.50153740862337,3.50153246444087,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"Black Sheep (1996)",1996,3.15625,3.15625,3.20193098330182,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Nick of Time (1995)",1995,3.25,3.50153740862337,3.44336942154825,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,"Mary Reilly (1996)",1996,2.625,3.50153740862337,3.50153246444087,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
83,"Vampire in Brooklyn (1995)",1995,2.83333333333333,3.50153740862337,3.50153246444087,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
84,"Beautiful Girls (1996)",1996,3.95,3.50153740862337,3.80242386010565,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
85,"Broken Arrow (1996)",1996,3.02380952380952,3.02380952380952,3.0367307387687,84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86,"In the Bleak Midwinter (1995)",1995,3.5,3.50153740862337,3.50153246444087,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,"Hate (Haine, La) (1995)",1995,3.9,3.50153740862337,3.86386143677891,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
88,"Heidi Fleiss: Hollywood Madam (1995)",1995,5,3.50153740862337,3.50153246444087,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89,"City Hall (1996)",1996,2.78571428571429,2.78571428571429,2.91315347622244,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
90,"Bottle Rocket (1996)",1996,3.78260869565217,3.78260869565217,3.8333117431681,23,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
91,"Mr. Wrong (1996)",1996,2.4,3.50153740862337,3.50153246444087,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"Unforgettable (1996)",1996,3,3.50153740862337,3.50153246444087,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
93,"Happy Gilmore (1996)",1996,3.43939393939394,3.43939393939394,3.39297361829318,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"Bridges of Madison County, The (1995)",1995,3.28260869565217,3.28260869565217,3.31760527349362,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
95,"Nobody Loves Me (Keiner liebt mich) (1994)",1994,4,3.50153740862337,3.50153246444087,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,"Muppet Treasure Island (1996)",1996,3.32692307692308,3.32692307692308,3.52308208566194,26,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
97,"Catwalk (1996)",1996,4,3.50153740862337,3.50153246444087,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,"Braveheart (1995)",1995,4.03164556962025,4.03164556962025,4.13572703983508,237,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
99,"Taxi Driver (1976)",1976,4.10576923076923,4.10576923076923,4.06877538646298,104,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
100,"Rumble in the Bronx (Hont faan kui) (1995)",1995,3.54347826086957,3.54347826086957,3.52113547237295,46,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"Before and After (1996)",1996,3.33333333333333,3.50153740862337,3.50153246444087,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
102,"Anne Frank Remembered (1995)",1995,3.9,3.50153740862337,3.50153246444087,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,"Young Poisoner's Handbook, The (1995)",1995,3,3.50153740862337,3.50153246444087,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
104,"If Lucy Fell (1996)",1996,2.5,3.50153740862337,3.50153246444087,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105,"Steal Big, Steal Little (1995)",1995,3,3.50153740862337,3.50153246444087,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"Boys of St. Vincent, The (1992)",1992,4,3.50153740862337,3.50153246444087,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,"Boomerang (1992)",1992,2.65625,2.65625,2.78889857272646,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108,"Chungking Express (Chung Hing sam lam) (1994)",1994,4.375,3.50153740862337,3.50153246444087,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
109,"Flirting With Disaster (1996)",1996,3.58333333333333,3.58333333333333,3.71764253670902,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"NeverEnding Story III, The (1994)",1994,2,3.50153740862337,3.50153246444087,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111,"Jupiter's Wife (1994)",1994,3,3.50153740862337,3.50153246444087,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,"Pie in the Sky (1996)",1996,2,3.50153740862337,3.50153246444087,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113,"Jade (1995)",1995,2.83333333333333,3.50153740862337,3.50153246444087,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114,"Down Periscope (1996)",1996,2.95161290322581,2.95161290322581,2.87032102246905,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"Man of the Year (1995)",1995,3,3.50153740862337,3.50153246444087,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,"Up Close and Personal (1996)",1996,3.5,3.5,3.41992306138003,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
117,"Birdcage, The (1996)",1996,3.49418604651163,3.49418604651163,3.54556652397335,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"Brothers McMullen, The (1995)",1995,3.33333333333333,3.33333333333333,3.43730123133319,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"Bad Boys (1995)",1995,3.24509803921569,3.24509803921569,3.28091934080373,51,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
120,"Amazing Panda Adventure, The (1995)",1995,3.33333333333333,3.50153740862337,3.50153246444087,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"Basketball Diaries, The (1995)",1995,3.46666666666667,3.46666666666667,3.70896381118986,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,"Awfully Big Adventure, An (1995)",1995,5,3.50153740862337,3.50153246444087,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,"Amateur (1994)",1994,2,3.50153740862337,3.50153246444087,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
124,"Apollo 13 (1995)",1995,3.84577114427861,3.84577114427861,3.82345994116054,201,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
125,"Rob Roy (1995)",1995,3.54545454545455,3.54545454545455,3.56526234424226,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
126,"Addiction, The (1995)",1995,1.5,3.50153740862337,3.50153246444087,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
127,"Batman Forever (1995)",1995,2.91605839416058,2.91605839416058,2.97813045005721,137,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"Beauty of the Day (Belle de jour) (1967)",1967,3.875,3.875,3.98848991404797,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129,"Beyond Rangoon (1995)",1995,2.41666666666667,3.50153740862337,3.50153246444087,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
130,"Blue in the Face (1995)",1995,3.33333333333333,3.50153740862337,3.50153246444087,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,"Canadian Bacon (1995)",1995,2.86363636363636,2.86363636363636,3.10282849354282,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
132,"Casper (1995)",1995,2.80645161290323,2.80645161290323,2.90136594643575,62,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Clockers (1995)",1995,2.89285714285714,2.89285714285714,3.0792934483777,14,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
134,"Congo (1995)",1995,2.87719298245614,2.87719298245614,2.88976604361506,57,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
135,"Crimson Tide (1995)",1995,3.63592233009709,3.63592233009709,3.66927687423656,103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
136,"Crumb (1994)",1994,4.20588235294118,4.20588235294118,4.29815502782714,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,"Desperado (1995)",1995,3.56060606060606,3.56060606060606,3.60194030457239,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
138,"Devil in a Blue Dress (1995)",1995,3.32142857142857,3.32142857142857,3.43681951353606,14,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
139,"Die Hard: With a Vengeance (1995)",1995,3.55555555555556,3.55555555555556,3.60450682148643,144,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
140,"Doom Generation, The (1995)",1995,2.83333333333333,3.50153740862337,3.50153246444087,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
141,"First Knight (1995)",1995,3.08333333333333,3.08333333333333,3.11166412678666,54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
142,"Free Willy 2: The Adventure Home (1995)",1995,2.4,3.50153740862337,2.25278464313284,10,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
143,"Hackers (1995)",1995,3.22857142857143,3.22857142857143,3.38074576119979,35,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
144,"Jeffrey (1995)",1995,3.83333333333333,3.50153740862337,3.50153246444087,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
145,"Johnny Mnemonic (1995)",1995,2.67924528301887,2.67924528301887,2.8592006926297,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
146,"Judge Dredd (1995)",1995,2.66935483870968,2.66935483870968,2.67595198935609,62,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
147,"Jury Duty (1995)",1995,2.7,3.50153740862337,2.66906135347168,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"Kids (1995)",1995,3.975,3.975,4.16689250338138,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149,"Living in Oblivion (1995)",1995,4.30769230769231,4.30769230769231,4.21710926860818,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,"Lord of Illusions (1995)",1995,2.75,3.50153740862337,3.50153246444087,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
151,"Love & Human Remains (1993)",1993,1,3.50153740862337,3.50153246444087,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
152,"Mad Love (1995)",1995,1.5,3.50153740862337,3.50153246444087,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
153,"Mallrats (1995)",1995,3.40277777777778,3.40277777777778,3.4541877277978,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,"Mighty Morphin Power Rangers: The Movie (1995)",1995,2.26470588235294,2.26470588235294,2.34284854447118,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,"Mute Witness (1994)",1994,3.5,3.50153740862337,3.50153246444087,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
156,"Nadja (1994)",1994,3.5,3.50153740862337,3.50153246444087,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157,"Net, The (1995)",1995,3.04017857142857,3.04017857142857,3.11368183113796,112,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
158,"Nine Months (1995)",1995,2.82291666666667,2.82291666666667,2.9208215039435,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
159,"Party Girl (1995)",1995,4.125,3.50153740862337,3.50153246444087,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,"Prophecy, The (1995)",1995,3.45833333333333,3.45833333333333,3.26497251394229,12,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
161,"Reckless (1995)",1995,3,3.50153740862337,3.50153246444087,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
162,"Safe (1995)",1995,2.8,3.50153740862337,3.50153246444087,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163,"Scarlet Letter, The (1995)",1995,2.41666666666667,3.50153740862337,3.50153246444087,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
164,"Showgirls (1995)",1995,2.47142857142857,2.47142857142857,2.5399341014347,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
165,"Smoke (1995)",1995,3.66666666666667,3.66666666666667,3.43652140762317,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166,"Something to Talk About (1995)",1995,3.1,3.50153740862337,3.2142625888012,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
167,"Species (1995)",1995,2.66666666666667,2.66666666666667,2.65616787980669,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
168,"Strange Days (1995)",1995,3.25,3.25,3.35781894422789,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
169,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1964,4.125,3.50153740862337,3.50153246444087,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
170,"Three Wishes (1995)",1995,3,3.50153740862337,3.50153246444087,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
171,"Total Eclipse (1995)",1995,3,3.50153740862337,3.50153246444087,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
